-0.27597,-0.22913,-0.23962,-0.3017,-0.12103,-0.18414,-0.24371,-0.11786
-0.26068,-0.24475,-0.25378,-0.30603,-0.1366,-0.20258,-0.24908,-0.13556
-0.040802,-0.2475,-0.27551,-0.24811,-0.12781,-0.19354,-0.21063,-0.15417
0.018494,-0.16931,-0.20123,-0.11853,-0.0085449,-0.11066,-0.11108,-0.0271
0.15594,-0.095703,-0.11212,-0.055359,0.16901,0.016785,-0.046631,0.16364
-0.08905,-0.3302,-0.32227,-0.29883,-0.040588,-0.16437,-0.25531,0.0091553
-0.20477,-0.46381,-0.45239,-0.44275,-0.13977,-0.24084,-0.33899,-0.090149
-0.17749,-0.49933,-0.49438,-0.50513,-0.13208,-0.2948,-0.34949,-0.10529
0.078644,-0.34485,-0.34821,-0.33801,0.1156,-0.12225,-0.15924,0.11737
0.20264,-0.29834,-0.32373,-0.2608,0.14624,-0.07959,-0.13562,0.17261
0.12634,-0.42468,-0.44238,-0.37012,0.04657,-0.21344,-0.29236,-0.010681
-0.46417,-0.85986,-0.88043,-0.87115,-0.30225,-0.61804,-0.75,-0.3089
-0.68964,-1.1334,-1.1543,-1.1572,-0.45087,-0.78723,-0.9278,-0.37256
0.020233,-0.74481,-0.76599,-0.73303,0.026489,-0.30731,-0.45923,0.15771
0.80316,-0.21594,-0.22668,-0.16351,0.65613,0.26721,0.11212,0.71545
0.96713,-0.0077515,-0.0354,0.039978,0.98236,0.50934,0.30957,1.0552
1.0234,0.02301,-0.0089111,0.066101,1.0742,0.56598,0.35986,1.1877
1.2084,0.16235,0.12665,0.18414,1.2773,0.72626,0.49731,1.4105
1.3925,0.17395,0.14001,0.20569,1.4455,0.82123,0.61035,1.5673
1.4976,0.13977,0.08313,0.20813,1.5358,0.8252,0.59534,1.6415
1.4708,0.011414,-0.014893,0.09491,1.5045,0.77191,0.51794,1.6213
1.1823,-0.24329,-0.28687,-0.17175,1.3227,0.54199,0.2522,1.4537
0.79263,-0.71759,-0.74402,-0.61835,1.0158,0.17426,-0.12891,1.1426
0.84216,-0.83612,-0.83862,-0.71216,0.9986,0.089844,-0.22766,1.1609
1.2815,-0.57916,-0.56293,-0.47131,1.3463,0.41241,0.072815,1.5489
1.665,-0.32318,-0.33923,-0.21735,1.7432,0.7337,0.38531,1.937
1.5992,-0.38861,-0.40588,-0.26068,1.8257,0.75909,0.3728,1.9756
1.6432,-0.45856,-0.46948,-0.33698,1.8689,0.71979,0.32367,2.053
1.6046,-0.61221,-0.63037,-0.47595,1.8103,0.63934,0.19537,2.0639
1.6268,-0.78183,-0.82025,-0.61725,1.8174,0.56451,0.12872,2.105
1.4232,-0.89362,-0.93781,-0.72388,1.7994,0.51074,0.051575,2.0838
1.4437,-1.0641,-1.0669,-0.87012,1.8547,0.4472,-0.057007,2.1542
1.42,-1.3647,-1.3474,-1.1407,1.7524,0.28314,-0.24939,2.0371
1.3474,-1.7439,-1.7418,-1.5125,1.543,0.0012207,-0.51428,1.855
1.0459,-2.1138,-2.1471,-1.9229,1.2153,-0.38214,-0.89508,1.5426
0.66394,-2.7664,-2.7518,-2.5235,0.75336,-0.93878,-1.504,1.1268
0.33115,-3.1913,-3.1791,-2.9116,0.46899,-1.2977,-1.8588,0.8432
0.020142,-3.5773,-3.5935,-3.2921,0.25525,-1.5898,-2.1486,0.65851
-0.088043,-3.7791,-3.7927,-3.461,0.2323,-1.6954,-2.2512,0.64862
-0.29663,-4.2274,-4.2009,-3.8351,-0.0024414,-2.0415,-2.6734,0.40668
-0.41763,-4.5644,-4.5571,-4.1801,-0.24603,-2.3229,-3.0444,0.13293
-0.12527,-4.4663,-4.5305,-4.1465,-0.12164,-2.2222,-2.9739,0.25836
0.37427,-4.0655,-4.1512,-3.6951,0.41077,-1.73,-2.4546,0.80554
0.53467,-4.0138,-4.0759,-3.5895,0.60559,-1.6382,-2.3467,1.0143
0.42444,-4.2571,-4.3105,-3.8351,0.47485,-1.8118,-2.5748,0.90332
0.50101,-4.2476,-4.3417,-3.9076,0.47937,-1.8245,-2.636,0.89984
0.54355,-4.068,-4.2058,-3.7621,0.66534,-1.6815,-2.4586,1.0778
0.3938,-4.3814,-4.5461,-4.0853,0.41846,-1.9987,-2.7576,0.81891
-0.3797,-5.6395,-5.8198,-5.3344,-0.64569,-3.1287,-3.9578,-0.21252
-1.4969,-7.105,-7.2715,-6.7724,-1.8915,-4.4245,-5.3265,-1.4412
-2.4175,-7.9631,-8.0801,-7.5533,-2.5884,-5.1848,-6.0626,-2.0862
-2.234,-7.9202,-8.039,-7.4561,-2.425,-5.0826,-5.9931,-1.9545
-1.5973,-7.5563,-7.7014,-7.132,-1.9468,-4.6878,-5.6336,-1.5161
-1.0414,-6.96,-7.1376,-6.6063,-1.3267,-4.1077,-5.0542,-0.93652
-0.83023,-6.5901,-6.7784,-6.2659,-0.95819,-3.7405,-4.7029,-0.5484
-0.53223,-6.3942,-6.5567,-6.0269,-0.7002,-3.5117,-4.4986,-0.27899
-0.31589,-6.435,-6.6198,-6.0871,-0.71326,-3.575,-4.5908,-0.27905
-0.99234,-7.3917,-7.6626,-7.0661,-1.5503,-4.4655,-5.4878,-1.0858
-2.1135,-8.8128,-9.0309,-8.3661,-2.6646,-5.7241,-6.7258,-2.2245
-2.8134,-9.3431,-9.496,-8.9006,-3.1589,-6.2689,-7.2574,-2.7693
-2.5447,-8.6732,-8.9642,-8.411,-2.8118,-5.8888,-6.8569,-2.3915
-2.5829,-8.8233,-9.2546,-8.5935,-2.8632,-6.027,-6.9904,-2.368
-2.8796,-9.5601,-9.972,-9.172,-3.2072,-6.5577,-7.5102,-2.653
-2.5706,-9.548,-9.8652,-9.04,-2.9026,-6.3573,-7.4025,-2.4166
-1.7588,-8.7008,-9.0017,-8.1144,-1.9929,-5.4275,-6.6455,-1.5434
-1.0677,-7.9545,-8.199,-7.336,-1.1189,-4.5282,-5.8144,-0.7179
-0.25073,-7.1695,-7.446,-6.6424,-0.23059,-3.6269,-4.875,0.19397
1.1275,-6.0235,-6.3054,-5.545,0.99799,-2.5086,-3.6956,1.4441
2.296,-5.0438,-5.3795,-4.6009,1.9355,-1.5892,-2.8196,2.4986
3.0645,-3.9835,-4.3111,-3.6068,2.9773,-0.53967,-1.7906,3.5859
4.4653,-2.7419,-2.9908,-2.325,4.5488,0.91382,-0.33102,5.1348
5.7002,-1.7963,-1.9594,-1.304,5.8544,2.0015,0.69739,6.4536
7.0458,-0.94199,-1.1647,-0.47092,7.0151,2.9305,1.5685,7.5362
8.3167,0.47192,0.14542,0.79459,8.3885,4.3074,2.852,8.9174
6.7866,2.2548,1.9329,2.5215,10.234,6.1273,4.6324,10.816
2.8121,3.8275,3.4846,4.1443,11.858,7.7864,6.2049,12.516
0,5.5867,5.1627,5.9287,13.822,9.5551,8.0542,14.418
0,7.0125,6.5207,7.3309,15.479,11.023,9.481,16.068
0,8.235,7.5223,8.5714,16.577,12.033,10.49,17.135
0,9.2509,8.5569,9.6302,17.629,13.193,11.558,18.266
0,9.2723,8.7095,9.7004,17.921,13.497,11.801,18.695
0,7.8161,7.4323,8.1879,17.149,12.163,10.588,17.618
0,6.7848,6.1794,7.0803,16.273,10.995,9.4918,16.701
0,5.7331,5.1176,6.0403,15.521,10.275,8.5523,16.196
0,3.4377,2.8665,3.8944,13.506,8.475,6.438,14.575
0,0.46219,-0.017456,0.9873,10.749,5.6116,3.5866,11.845
0,-2.0466,-2.5475,-1.3729,8.1085,3.0938,1.1796,9.2818
0,-4.7209,-5.2592,-4.1198,5.2271,0.3092,-1.4971,6.2264
0,-6.2866,-6.8192,-5.83,3.4083,-1.4861,-3.1875,4.2225
0,-6.8268,-7.3177,-6.515,2.4575,-2.2571,-4.0384,3.1765
0,-8.598,-9.1122,-8.208,0.72742,-3.9918,-5.72,1.4101
0,-10.896,-11.528,-10.508,-1.4263,-6.1296,-7.7851,-0.74066
0,-11.817,-12.569,-11.462,-2.2916,-7.02,-8.6286,-1.6492
0,-12.797,-13.466,-12.448,-3.0864,-7.8334,-9.496,-2.4721
0,-14.666,-15.247,-14.284,-4.6697,-9.3502,-11.119,-3.9378
0,-15.81,-16.528,-15.543,-5.264,-10.294,-12.086,-4.4989
0,-15.784,-16.614,-15.627,-4.5768,-10.141,-12.109,-3.7617
0,-15.268,-16.013,-14.904,-3.6478,-9.5566,-11.474,-2.798
0,-13.892,-14.516,-13.313,-2.6604,-8.2114,-10.086,-1.7161
0,-12.742,-13.389,-12.158,-1.7452,-7.2413,-8.9528,-0.83148
0,-11.347,-11.901,-10.745,-0.68134,-6.0427,-7.8232,0.28064
0,-9.0216,-9.5013,-8.3783,0.93848,-4.0554,-5.7574,1.8891
0,-6.6296,-7.1309,-6.053,2.4756,-2.0076,-3.6241,3.3971
0,-4.1713,-4.6025,-3.8161,2.0811,0.12195,-1.1823,4.7781
0,-1.0905,-1.4153,-0.73787,0.75964,2.6314,1.5664,7.2126
0,0.65778,0.39885,1.067,0,3.9416,2.9527,8.5714
0,0.30542,0.093323,0.85703,0,3.451,2.3031,7.9954
0,1.1426,0.95331,1.4599,0,3.8021,2.8806,7.584
0,2.6132,2.4643,2.753,0,4.47,3.9113,7.5798
0,3.1622,3.147,3.2367,0,4.2858,4.0465,6.3549
0,3.0619,3.2339,3.2025,0,3.5324,3.4769,4.3873
0,2.9418,3.1355,3.0173,0,2.7157,2.9349,2.5268
0,2.0066,2.1823,1.9721,0,1.1193,1.5632,0.096436
0,1.2936,1.5396,1.2194,0,-0.35699,0.32062,-2.3356
0,0.96194,1.3214,0.78708,0,-1.5553,-0.62573,-4.5243
0,-0.13107,0.33134,-0.33734,0,-3.2142,-2.0199,-7.015
0,-1.7024,-1.2169,-1.9684,0,-5.3117,-3.8862,-9.7871
0,-1.5811,-1.0315,-1.9578,0,-5.7997,-4.2023,-11.119
0,0.12994,0.72058,-0.4339,0,-4.7585,-3.0269,-10.799
0,1.2596,1.8997,0.67334,0,-4.0641,-2.1201,-10.62
0,0.75151,1.4139,0.21442,0,-4.8021,-2.6753,-11.423
0,0.78455,1.4655,0.2354,0,-4.9256,-2.7814,-11.687
0,1.2783,1.9537,0.69711,0,-4.5255,-2.4005,-11.363
0,1.2647,1.9539,0.748,0,-4.3748,-2.297,-11.278
0,0.65506,1.3412,0.17175,0,-4.7711,-2.6991,-11.384
0,0.47427,1.1584,0.00027466,0,-4.7411,-2.7763,-11.066
0,0.16714,0.84293,-0.25354,0,-4.8806,-2.9641,-10.877
0,-0.40501,0.31053,-0.73007,0,-5.1859,-3.4132,-11.209
0,-0.96074,-0.24789,-1.3783,0,-5.8352,-3.9529,-11.655
0,-1.1748,-0.42957,-1.6201,0,-6.0817,-4.2159,-11.852
0,-0.78082,-0.12978,-1.2161,0,-5.6861,-3.9164,-11.487
0,0.67813,1.2688,0.31926,0,-4.2259,-2.5471,-10.26
0,2.6062,3.1361,2.1813,0,-2.5193,-0.69043,-8.5461
0,4.0913,4.6299,3.6046,0,-1.1353,0.74893,-7.3045
0,4.829,5.3761,4.2631,0,-0.39816,1.4707,-6.5575
0,5.0455,5.6015,4.4604,0,-0.1257,1.6942,-6.0966
0,5.4907,6.0037,4.9298,0,0.41943,2.137,-5.4534
0,6.3681,6.8588,5.7758,0,1.3282,2.9884,-4.5197
0,7.2002,7.7258,6.5952,0,2.2302,3.8736,-3.4781
0,7.5712,7.9733,6.8823,0,2.6521,4.278,-2.8184
0,8.0507,8.4443,7.37,0,3.2936,4.8462,-2.1758
0,8.5568,9.0723,8.0009,0,3.9867,5.5743,-1.2855
0,8.6202,9.172,8.1523,0,4.1565,5.7231,-0.90509
0,7.6701,8.0408,7.1936,0,3.3599,4.8316,-1.5248
0,6.0074,6.4176,5.4909,0,2.0082,3.3002,-2.7419
0,4.2366,4.6734,3.78,0,0.49289,1.7156,-4.0333
0,3.0231,3.4031,2.5742,0,-0.68094,0.53384,-5.053
0,2.046,2.3314,1.6285,0,-1.5045,-0.29874,-5.7789
0,0.6232,0.93808,0.22678,0,-2.7009,-1.5104,-6.757
0,-0.98547,-0.69608,-1.255,0,-4.0441,-2.876,-7.9249
0,-1.93,-1.5972,-2.1402,0,-4.8679,-3.7332,-8.6435
0,-2.1499,-1.8127,-2.4332,0,-5.1422,-4.024,-8.9041
0,-2.3748,-2.0626,-2.7018,0,-5.3994,-4.3237,-9.1371
0,-2.5187,-2.2447,-2.8158,0,-5.508,-4.4399,-9.1304
0,-2.392,-2.0963,-2.6598,0,-5.2997,-4.3174,-8.9363
0,-1.8031,-1.5108,-2.1014,0,-4.782,-3.7796,-8.4411
0,-0.55103,-0.27707,-0.82492,0,-3.6085,-2.5577,-7.3542
0,0.97437,1.2088,0.61389,0,-2.2173,-1.0452,-5.9135
0,1.8496,2.0332,1.4253,0,-1.3404,-0.21588,-5.0233
